cust_id,year,state,date_issued,date_final,emp_duration,own_type,income_type,app_type,loan_purpose,interest_payments,grade,annual_pay,loan_amount,interest_rate,loan_duration,dti,total_pymnt,total_rec_prncp,recoveries,installment,is_default
122515,2007,Telangana,01/08/07,1102010,5,RENT,Low,INDIVIDUAL,other,Low,D,28000,1500,11.86, 36 months,14.31,1804.81,1500,0,49.72,0
120215,2007,Bihar,01/08/07,1082010,0.5,RENT,Low,INDIVIDUAL,educational,Low,A,40000,4000,7.43, 36 months,3.45,4474.19,4000,0,124.31,0
120273,2007,Madhya Pradesh,01/08/07,1082010,0.5,RENT,Low,INDIVIDUAL,credit_card,Low,C,42500,5000,10.91, 36 months,1.21,5884.39,5000,0,163.48,0
122934,2007,Uttarakhand,01/08/07,1012010,0.5,OWN,Low,INDIVIDUAL,credit_card,Low,D,65000,3000,12.49, 36 months,14.25,3538.13,3000,0,100.35,0
128817,2007,Uttarakhand,01/09/07,1052010,0.5,OWN,Low,INDIVIDUAL,debt_consolidation,High,G,28000,8500,17.22, 36 months,22.93,10878.79,8500,0,303.98,0
120525,2007,Sikkim,01/08/07,1082010,1,RENT,Low,INDIVIDUAL,car,Low,C,18000,4000,10.91, 36 months,18,4707.43,4000,0,130.79,0
121426,2007,Kerala,01/08/07,1042008,10,OWN,Medium,INDIVIDUAL,home_improvement,Low,A,125000,3000,7.75, 36 months,2.14,3125.46,3000,0,93.67,0
125671,2007,Jharkhand,01/09/07,1092010,10,MORTGAGE,Medium,INDIVIDUAL,debt_consolidation,Low,B,150000,12125,8.7, 36 months,4.8,13818.93,12125,0,383.87,0
121530,2007,Sikkim,01/08/07,1042008,9,OWN,Low,INDIVIDUAL,vacation,Low,A,50000,3000,7.75, 36 months,5.35,3125.43,3000,0,93.67,0
121568,2007,Uttar Pradesh,01/08/07,1092010,0.5,NONE,Low,INDIVIDUAL,other,Low,B,100000,4000,9.64, 36 months,15,4622.3,4000,0,128.41,0
121673,2007,Haryana,01/08/07,1082010,0.5,RENT,Low,INDIVIDUAL,other,Low,A,18240,4500,8.07, 36 months,3.29,5081.17,4500,0,141.15,0
120374,2007,Maharashtra,01/08/07,1082010,0.5,RENT,Low,INDIVIDUAL,credit_card,Low,B,70000,2000,8.7, 36 months,6.07,2279.35,2000,0,63.32,0
123133,2007,Punjab,01/09/07,1052008,3,RENT,Low,INDIVIDUAL,debt_consolidation,High,F,27716,11050,15.96, 36 months,12.9,3104.78,2021.73,0,388.28,1
123228,2007,Telangana,01/09/07,1052009,0.5,RENT,Low,INDIVIDUAL,small_business,Low,B,96000,20000,9.64, 36 months,2.86,12838.44,10395.56,0,642.02,1
123230,2007,Odisha,01/08/07,1032008,0.5,OWN,Low,INDIVIDUAL,small_business,Low,C,15000,3175,11.54, 36 months,12.24,628.19,455.95,0,104.76,1
135061,2007,West Bengal,01/10/07,1102008,0.5,MORTGAGE,Low,INDIVIDUAL,house,High,E,36000,9175,14.67, 36 months,0.33,3796.56,2623.13,0,316.58,1
135067,2007,Chhattisgarh,01/10/07,1092008,3,MORTGAGE,Low,INDIVIDUAL,medical,High,G,62000,14400,16.59, 36 months,24.45,16342.09,14400,0,510.47,0
133685,2007,Mizoram,01/10/07,1022010,3,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,57100,6625,11.22, 36 months,13.77,7761.86,6625,0,217.59,0
128881,2007,Gujarat,01/09/07,1112010,0.5,RENT,Low,INDIVIDUAL,other,Low,D,23000,7000,12.49, 36 months,5.01,8570.45,7000,0,234.15,0
132172,2007,Gujarat,01/10/07,1022010,0.5,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,C,87300,6000,10.28, 36 months,10.6,6939.63,6000,0,194.4,0
128797,2007,Sikkim,01/09/07,1092009,2,RENT,Low,INDIVIDUAL,other,Low,A,33000,500,8.38, 36 months,2.15,557.31,500,0,15.76,0
124624,2007,Uttarakhand,01/09/07,1092010,0.5,MORTGAGE,Low,INDIVIDUAL,car,Low,B,50000,4000,9.33, 36 months,4,4600.1,4000,0,127.82,0
124436,2007,Kerala,01/09/07,1092010,5,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,30000,4800,11.22, 36 months,12.36,5675.36,4800,0,157.66,0
124260,2007,Uttarakhand,01/09/07,1062010,8,OWN,Low,INDIVIDUAL,educational,High,E,7062,3000,13.75, 36 months,2.38,3637.73,3000,0,102.17,0
124049,2007,Mizoram,01/09/07,1092010,1,RENT,Low,INDIVIDUAL,credit_card,Low,C,10920,2500,10.28, 36 months,7.14,2915.25,2500,0,81,0
123855,2007,Goa,01/08/07,1022010,1,RENT,Low,INDIVIDUAL,credit_card,High,E,10192,1800,14.07, 36 months,5.06,2197.04,1800,0,61.58,0
123730,2007,Manipur,01/09/07,1092010,1,RENT,Low,INDIVIDUAL,debt_consolidation,High,G,25000,14700,17.22, 36 months,14.74,18925.55,14700,0,525.75,0
123688,2007,Gujarat,01/08/07,1032009,1,RENT,Low,INDIVIDUAL,debt_consolidation,High,G,1896,1800,17.22, 36 months,18.99,2173.19,1800,0,64.38,0
123299,2007,Rajasthan,01/09/07,1092010,1,RENT,Low,INDIVIDUAL,small_business,High,F,32500,11625,15.01, 36 months,0.74,14508.16,11625,0,403.07,0
123279,2007,Chhattisgarh,01/08/07,1012010,0.5,RENT,Low,INDIVIDUAL,moving,Low,A,22800,2500,7.43, 36 months,0.53,2175.8,1868.1,28.3,77.69,1
121824,2007,Uttar Pradesh,01/08/07,1052008,5,MORTGAGE,Low,INDIVIDUAL,home_improvement,Low,B,62000,3000,8.7, 36 months,12.23,3158.87,3000,0,94.98,0
122065,2007,Sikkim,01/08/07,1122007,0.5,RENT,Low,INDIVIDUAL,educational,Low,A,20000,3000,8.38, 36 months,6.72,3080.74,3000,0,94.54,0
122070,2007,Bihar,01/08/07,1042010,1,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,D,35000,5400,12.17, 36 months,7.1,6445.51,5400,0,179.8,0
122404,2007,Tamil Nadu,01/08/07,1042008,1,RENT,Low,INDIVIDUAL,credit_card,High,F,60000,12750,15.33, 36 months,19.52,13813.09,12750,0,444.05,0
127213,2007,Karnataka,01/09/07,1042010,10,MORTGAGE,Medium,INDIVIDUAL,debt_consolidation,Low,A,118000,2000,7.12, 36 months,0.43,2219.35,2000,0,61.87,0
126213,2007,Odisha,01/09/07,1092010,2,OWN,Low,INDIVIDUAL,other,Low,A,63000,9500,8.07, 36 months,3.49,10727.15,9500,0,297.99,0
126215,2007,Andhra Pradesh,01/09/07,1052009,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,Low,A,45000,5000,7.75, 36 months,5,5459.6,5000,0,156.11,0
126287,2007,Chhattisgarh,01/09/07,1102008,9,MORTGAGE,High,INDIVIDUAL,debt_consolidation,Low,C,225000,10000,11.54, 36 months,20,11068.19,10000,0,329.95,0
126297,2007,Karnataka,01/09/07,1102010,7,RENT,Low,INDIVIDUAL,medical,Low,A,80000,2500,8.07, 36 months,0.09,2822.85,2500,0,78.42,0
126392,2007,Assam,01/09/07,1042008,0.5,MORTGAGE,Medium,INDIVIDUAL,car,Low,A,173000,10000,8.07, 36 months,0.72,10435.29,10000,0,313.67,0
127353,2007,Telangana,01/09/07,1042010,3,RENT,Low,INDIVIDUAL,other,Low,D,45000,2850,11.86, 36 months,2.8,3381.03,2850,0,94.47,0
126788,2007,Nagaland,01/09/07,1092008,6,MORTGAGE,Low,INDIVIDUAL,home_improvement,Low,B,93000,7500,9.33, 36 months,9.66,8104.05,7500,0,239.65,0
126776,2007,Maharashtra,01/10/07,1102010,2,OWN,Low,INDIVIDUAL,other,Low,A,90000,9500,8.07, 36 months,2.44,10726.64,9500,0,297.99,0
126925,2007,Sikkim,01/09/07,1092010,1,RENT,Low,INDIVIDUAL,other,Low,C,13000,3000,10.91, 36 months,4.62,3545.77,3000,0,98.09,0
126982,2007,Andhra Pradesh,01/09/07,1092008,3,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,20000,5000,13.75, 36 months,0,2203.4,1444.27,160.63,170.29,1
127030,2007,Tripura,01/09/07,1042010,1,RENT,Low,INDIVIDUAL,educational,Low,C,15566,4800,10.59, 36 months,0,5575.08,4800,0,156.23,0
127211,2007,Assam,01/09/07,1012010,1,RENT,Low,INDIVIDUAL,debt_consolidation,Low,D,50000,10500,11.86, 36 months,13.8,12408.74,10500,0,348.03,0
126852,2007,Rajasthan,01/09/07,1092010,3,RENT,Low,INDIVIDUAL,debt_consolidation,High,F,40000,10475,15.33, 36 months,11.76,13132.93,10475,0,364.82,0
128635,2007,Haryana,01/09/07,1102010,0.5,OWN,Low,INDIVIDUAL,debt_consolidation,Low,C,45000,6500,10.28, 36 months,5.87,7647.72,6500,0,210.6,0
127496,2007,Goa,01/09/07,1032008,1,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,78000,6000,14.7, 36 months,10.23,6415.83,6000,0,207.11,0
134737,2007,Kerala,01/10/07,1122007,0.5,RENT,Low,INDIVIDUAL,wedding,Low,B,28020,5000,8.7, 36 months,1.8,530.49,244.8,214.13,158.31,1
127472,2007,Kerala,01/09/07,1032009,0.5,MORTGAGE,Low,INDIVIDUAL,small_business,High,F,96000,2125,15.01, 36 months,16.89,2580.248838,943.58,1254.398838,73.68,1
127504,2007,Goa,01/11/07,1112010,6,MORTGAGE,Medium,INDIVIDUAL,home_improvement,Low,A,150000,10000,8.07, 36 months,5.84,11291.56,10000,0,313.67,0
121535,2007,Arunachal Pradesh,01/08/07,1092010,0.5,NONE,Medium,INDIVIDUAL,other,Low,B,120000,2800,8.7, 36 months,15,3191.12,2800,0,88.65,0
125817,2007,Maharashtra,01/09/07,1022010,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,High,F,27000,10475,15.33, 36 months,13.02,13007.3,10475,0,364.82,0
120371,2007,Chhattisgarh,01/08/07,1082010,1,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,D,83200,15000,12.17, 36 months,17.02,17979.16,15000,0,499.45,0
128529,2007,Nagaland,01/09/07,1032008,1,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,30000,10000,13.75, 36 months,2.16,2042.92,1395.02,0,340.57,1
128237,2007,Tamil Nadu,01/09/07,1022009,4,RENT,Low,INDIVIDUAL,debt_consolidation,High,F,56000,8600,16.28, 36 months,11.38,10213.51,8600,0,303.55,0
128158,2007,Gujarat,01/09/07,1062010,7,RENT,Low,INDIVIDUAL,credit_card,High,G,65000,13150,17.54, 36 months,23.78,16963.77,13150,0,472.38,0
128131,2007,Nagaland,01/09/07,1012010,1,MORTGAGE,Low,INDIVIDUAL,home_improvement,Low,D,45000,2000,13.12, 36 months,4.83,1913.4,1483.28,26.42,67.51,1
127830,2007,Chhattisgarh,01/09/07,1122009,9,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,D,70000,8000,12.17, 36 months,10.2,7294.65,5717.45,102.91,266.37,1
127763,2007,Uttarakhand,01/10/07,1102010,3,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,D,65000,10000,13.12, 36 months,25,12149.24,10000,0,337.52,0
127761,2007,Kerala,01/09/07,1062010,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,High,F,90000,12500,16.28, 36 months,1.31,15823.53,12500,0,441.18,0
127719,2007,Karnataka,01/11/07,1112010,3,MORTGAGE,Low,INDIVIDUAL,home_improvement,Low,A,85000,10000,8.07, 36 months,3.11,11291.13,10000,0,313.67,0
127606,2007,Odisha,01/10/07,1102010,1,MORTGAGE,Medium,INDIVIDUAL,credit_card,Low,D,180000,5000,12.49, 36 months,21.35,6019.52,5000,0,167.24,0
125897,2007,Madhya Pradesh,01/09/07,1082008,2,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,C,88000,6625,11.22, 36 months,18,7173.99,6625,0,217.6,0
128733,2007,West Bengal,01/10/07,1022009,1,RENT,Low,INDIVIDUAL,vacation,Low,C,26000,4000,11.22, 36 months,10.85,2209.13,1612.91,108.26,131.38,1
127531,2007,Nagaland,01/09/07,1092010,10,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,75000,17000,9.33, 36 months,9.55,19554.89,17000,0,543.2,0
127489,2007,Odisha,01/09/07,1032008,10,RENT,Low,INDIVIDUAL,home_improvement,High,F,23000,2400,15.96, 36 months,15.86,599.36,324.62,94.15,84.34,1
134436,2007,Assam,01/10/07,1102010,0.5,MORTGAGE,Low,INDIVIDUAL,home_improvement,Low,D,40000,2525,13.12, 36 months,20.67,3067.25,2525,0,85.23,0
134348,2007,Tamil Nadu,01/10/07,1072010,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,20000,6000,13.75, 36 months,8.4,7393.24,6000,0,204.34,0
133891,2007,Maharashtra,01/10/07,1102010,9,MORTGAGE,Medium,INDIVIDUAL,debt_consolidation,High,G,125000,4400,17.86, 36 months,25.77,5714.04,4400,0,158.77,0
131649,2007,Maharashtra,01/10/07,1102010,3,RENT,Low,INDIVIDUAL,small_business,Low,C,50000,6625,11.22, 36 months,18.38,7832.79,6625,0,217.59,0
131626,2007,Kerala,01/09/07,1102010,0.5,MORTGAGE,Low,INDIVIDUAL,home_improvement,Low,C,96000,2050,11.22, 36 months,25,2423.74,2050,0,67.33,0
131618,2007,Chhattisgarh,01/10/07,1102010,0.5,RENT,Low,INDIVIDUAL,credit_card,Low,C,32400,9000,11.22, 36 months,22.15,10640.83,9000,0,295.59,0
131569,2007,Uttar Pradesh,01/10/07,1022010,2,RENT,Low,INDIVIDUAL,educational,High,E,55000,7000,14.38, 36 months,8.9,8558.62,7000,0,240.54,0
131537,2007,Odisha,01/10/07,1012008,1,RENT,Low,INDIVIDUAL,other,Low,B,15000,5000,8.7, 36 months,9.84,1378.6,368.65,903.91,158.31,1
131387,2007,Sikkim,01/10/07,1102010,2,RENT,Low,INDIVIDUAL,educational,Low,C,19000,6000,10.59, 36 months,8.15,7029.3,6000,0,195.27,0
131223,2007,Manipur,01/10/07,1102010,6,RENT,Low,INDIVIDUAL,small_business,High,F,92000,20000,15.65, 36 months,1.53,25187.12,20000,0,699.69,0
131143,2007,Assam,01/10/07,1082010,4,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,43500,4900,13.75, 36 months,3.01,5693.51,4569.79,22.59,166.88,1
132102,2007,Sikkim,01/10/07,1102010,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,50000,15000,11.54, 36 months,0,17815.83,15000,0,494.93,0
130986,2007,Karnataka,01/10/07,1102010,0.5,RENT,Medium,INDIVIDUAL,debt_consolidation,Low,A,110000,2100,7.12, 36 months,0.22,2338.11,2100,0,64.96,0
130899,2007,Manipur,01/10/07,1012011,2,RENT,Low,INDIVIDUAL,educational,High,F,80000,12000,15.96, 36 months,4.61,15437.98,12000,0,421.65,0
130797,2007,Assam,01/10/07,1032010,3,RENT,Low,INDIVIDUAL,credit_card,Low,B,63000,10000,9.33, 36 months,0.82,11433.61,10000,0,319.54,0
130738,2007,Chhattisgarh,01/09/07,1042009,2,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,G,60000,5100,17.86, 36 months,5.3,3310.97,2209.98,0,184.02,1
130735,2007,Haryana,01/10/07,1092008,4,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,72000,10250,14.38, 36 months,17.83,11443.66,10250,0,352.22,0
130699,2007,Uttarakhand,01/09/07,1102010,2,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,D,64314,1200,13.12, 36 months,3.77,1457.54,1200,0,40.51,0
131732,2007,Tamil Nadu,01/09/07,1122008,1,RENT,Low,INDIVIDUAL,educational,High,E,38000,2400,14.07, 36 months,18.51,1148.84,815.46,0,82.11,1
130654,2007,Haryana,01/09/07,1102010,0.5,RENT,Low,INDIVIDUAL,medical,Low,C,50000,3600,11.22, 36 months,2.86,4256.33,3600,0,118.24,0
131782,2007,Odisha,01/10/07,1122009,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,62200,7725,13.75, 36 months,9.8,6138,4386.34,150.1,263.09,1
131800,2007,Haryana,01/10/07,1082008,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,20000,5000,13.43, 36 months,0,1866.32,1193.81,172.12,169.51,1
90665,2007,Gujarat,01/07/07,1072010,3,RENT,Low,INDIVIDUAL,credit_card,Low,C,18000,8500,10.28, 36 months,6.4,9912.49,8500,0,275.38,0
88046,2007,Kerala,01/06/07,1062010,2,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,B,30000,4400,9.64, 36 months,3.72,5084.47,4400,0,141.25,0
90966,2007,Chhattisgarh,01/07/07,1012008,8,MORTGAGE,Medium,INDIVIDUAL,home_improvement,Low,A,150000,5000,7.43, 36 months,0,5174.17,5000,0,155.38,0
91126,2007,Punjab,01/07/07,1022010,1,OWN,Low,INDIVIDUAL,car,Low,D,4000,5350,13.12, 36 months,15,6486.31,5350,0,180.57,0
91175,2007,Assam,01/07/07,1072010,2,RENT,Low,INDIVIDUAL,credit_card,Low,D,12000,6000,13.12, 36 months,4.4,7289.84,6000,0,202.51,0
92187,2007,Nagaland,01/07/07,1072010,4,MORTGAGE,Medium,INDIVIDUAL,home_improvement,Low,A,110000,2500,8.07, 36 months,11.33,2822.72,2500,0,78.42,0
92402,2007,Uttar Pradesh,01/07/07,1072010,5,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,B,75000,5000,8.7, 36 months,15.55,5698.45,5000,0,158.3,0
92440,2007,Sikkim,01/07/07,1072010,7,MORTGAGE,Low,INDIVIDUAL,vacation,Low,A,95000,5000,7.43, 36 months,3.83,5593.44,5000,0,155.38,0
92507,2007,Arunachal Pradesh,01/07/07,1072010,1,OWN,Low,INDIVIDUAL,credit_card,Low,A,85000,5000,7.43, 36 months,0.31,5593.54,5000,0,155.38,0
91023,2007,Jharkhand,01/07/07,1022008,1,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,B,100000,1900,9.64, 36 months,10,1999.12,1900,0,61,0
119262,2007,Nagaland,01/08/07,1082010,5,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,65000,5700,13.43, 36 months,18.22,6955.99,5700,0,193.26,0
98339,2007,Bihar,01/07/07,1042010,4,RENT,Low,INDIVIDUAL,vacation,Low,A,32000,5100,8.38, 36 months,14.78,5778.8,5100,0,160.72,0
119948,2007,Chhattisgarh,01/08/07,1062009,5,MORTGAGE,Low,INDIVIDUAL,moving,High,F,7280,3750,15.65, 36 months,17.31,2937.66,2082.14,75.06,131.19,1
132062,2007,Haryana,01/10/07,1102010,3,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,57000,7200,14.67, 36 months,20.76,8942.67,7200,0,248.43,0
132060,2007,Jharkhand,01/10/07,1112008,1,RENT,Low,INDIVIDUAL,small_business,High,G,60000,8550,17.22, 36 months,8.84,3972.15,2594.24,0,305.77,1
131794,2007,Andhra Pradesh,01/10/07,1082011,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,High,G,35000,6250,17.54, 36 months,19.85,5398.07,2841.59,1200,224.52,1
90376,2007,Sikkim,01/07/07,1012008,0.5,MORTGAGE,Medium,INDIVIDUAL,other,Low,A,200000,5000,7.43, 36 months,3.72,5174.16,5000,0,155.38,0
130512,2007,Uttar Pradesh,01/10/07,1052009,5,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,C,57000,7250,10.59, 36 months,7.22,8192.41,7250,0,235.96,0
130056,2007,Goa,01/09/07,1102010,2,RENT,Low,INDIVIDUAL,home_improvement,High,E,66300,10000,14.67, 36 months,0.76,12420.7,10000,0,345.04,0
135924,2007,Mizoram,01/10/07,1092008,1,MORTGAGE,Low,INDIVIDUAL,small_business,High,G,54000,16225,17.54, 36 months,9.98,3200.67,2040.52,4.4,290.97,1
135594,2007,Maharashtra,01/10/07,1052008,1,MORTGAGE,Low,INDIVIDUAL,other,Low,A,55000,5275,8.07, 36 months,12,5504.75,5275,0,165.47,0
135254,2007,Uttarakhand,01/10/07,1082008,3,MORTGAGE,Low,INDIVIDUAL,credit_card,High,E,36500,3000,13.75, 36 months,23.61,3307.64,3000,0,102.17,0
135232,2007,West Bengal,01/10/07,1052008,4,MORTGAGE,Low,INDIVIDUAL,other,Low,D,58000,8275,12.8, 36 months,7.99,8848.8,8275,0,278.03,0
135201,2007,Sikkim,01/10/07,1012008,8,MORTGAGE,Low,INDIVIDUAL,other,Low,C,30000,10000,11.22, 36 months,20.4,10273.97,10000,0,328.43,0
135140,2007,Goa,01/10/07,1062010,6,RENT,Low,INDIVIDUAL,debt_consolidation,High,F,90000,9600,15.01, 36 months,15.33,11918.89,9600,0,332.84,0
135138,2007,Tripura,01/10/07,1102010,6,RENT,Low,INDIVIDUAL,other,High,F,65000,4200,15.01, 36 months,10.69,5255.24,4200,0,145.62,0
132537,2007,Uttar Pradesh,01/10/07,1102010,1,RENT,Low,INDIVIDUAL,car,Low,D,10000,4200,13.12, 36 months,10.68,5102.3,4200,0,141.76,0
132892,2007,Goa,01/10/07,1052008,8,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,D,39000,9000,12.49, 36 months,5.08,4015.96,1496.83,1909.87,301.04,1
132946,2007,Mizoram,01/10/07,1102010,9,MORTGAGE,Low,INDIVIDUAL,other,Low,A,85000,5275,7.43, 36 months,2.64,5900.28,5275,0,163.92,0
133029,2007,Manipur,01/10/07,1032009,1,OWN,Low,INDIVIDUAL,other,High,E,24000,4200,14.07, 36 months,12.55,2441.03,1764.14,0,143.69,1
133301,2007,Meghalaya,01/10/07,1102009,10,MORTGAGE,Low,INDIVIDUAL,other,Low,C,45600,4650,10.28, 36 months,3.26,4073.98,2938.05,459.49,150.66,1
133377,2007,Arunachal Pradesh,01/10/07,1032008,1,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,G,40320,17750,17.86, 36 months,12.83,2645.52,1309.56,481.92,432.99,1
128884,2007,Punjab,01/09/07,1102010,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,High,G,45000,10000,17.86, 36 months,15.65,12988.94,10000,0,360.83,0
133683,2007,Punjab,01/10/07,1102010,1,MORTGAGE,Low,INDIVIDUAL,other,Low,C,70000,5275,11.22, 36 months,25.78,6236.61,5275,0,173.25,0
136226,2007,Assam,01/10/07,1042010,1,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,36000,4300,10.91, 36 months,9.87,5034.07,4300,0,140.6,0
130510,2007,Haryana,01/10/07,1072010,0.5,MORTGAGE,Low,INDIVIDUAL,credit_card,High,G,26700,5100,17.54, 36 months,13.44,6095.79,4559.5,25.43,183.21,1
136266,2007,Karnataka,01/10/07,1102010,2,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,20000,5000,13.75, 36 months,0.6,6129.62,5000,0,170.29,0
136491,2007,Arunachal Pradesh,01/10/07,1072009,0.5,RENT,Low,INDIVIDUAL,small_business,Low,D,10000,5000,12.17, 36 months,0,2477.03,1756.71,146.07,166.48,1
129958,2007,Telangana,01/09/07,1052010,2,RENT,Low,INDIVIDUAL,other,Low,B,16000,4100,9.33, 36 months,2.7,4691.05,4100,0,131.01,0
129745,2007,Punjab,01/09/07,1102010,3,RENT,Medium,INDIVIDUAL,debt_consolidation,Low,C,120000,10000,10.28, 36 months,14.4,11662.93,10000,0,323.99,0
129434,2007,Manipur,01/09/07,1072009,0.5,OWN,Low,INDIVIDUAL,debt_consolidation,Low,C,19800,4000,10.28, 36 months,5.82,4553.85,4000,0,129.6,0
129131,2007,Odisha,01/09/07,1092008,2,RENT,Low,INDIVIDUAL,other,High,G,65000,15000,17.54, 36 months,10.01,5387.15,3239.1,0,538.84,1
128914,2007,Uttarakhand,01/09/07,1012008,0.5,RENT,Low,INDIVIDUAL,educational,High,F,65000,4375,15.01, 36 months,5.48,606.56,395.07,0,151.69,1
130907,2007,Odisha,01/10/07,1082010,7,MORTGAGE,Medium,INDIVIDUAL,other,Low,A,120000,3775,7.43, 36 months,0,4191.14,3775,0,117.31,0
132167,2007,Tripura,01/09/07,1102010,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,High,F,30000,2825,15.33, 36 months,21.28,3541.37,2825,0,98.39,0
132275,2007,Meghalaya,01/10/07,1082008,0.5,OWN,Low,INDIVIDUAL,home_improvement,High,E,15000,5600,14.07, 36 months,2,2107.91,1326.55,193.91,191.59,1
132449,2007,Madhya Pradesh,01/10/07,1102010,1,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,20000,2400,13.43, 36 months,11.64,2928.17,2400,0,81.37,0
137042,2007,Mizoram,01/10/07,1102010,2,MORTGAGE,High,INDIVIDUAL,small_business,High,E,480000,25000,14.38, 36 months,2.4,6987.23,5650,0,194.15,0
119360,2007,Arunachal Pradesh,01/08/07,1082010,2,MORTGAGE,Low,INDIVIDUAL,small_business,Low,B,100000,8950,9.64, 36 months,18.24,10394.5,8950,0,287.3,0
136976,2007,Uttar Pradesh,01/10/07,1082008,4,RENT,Low,INDIVIDUAL,debt_consolidation,High,F,29000,20425,15.96, 36 months,11.42,2981.7,1968.03,0,298.67,1
136852,2007,Sikkim,01/10/07,1102010,0.5,OWN,Low,INDIVIDUAL,educational,Low,C,30000,5000,10.59, 36 months,1.8,5872.28,5000,0,162.73,0
136735,2007,Madhya Pradesh,01/10/07,1102010,0.5,RENT,Low,INDIVIDUAL,credit_card,Low,D,35000,3500,13.12, 36 months,3.94,4251.35,3500,0,118.14,0
136634,2007,Maharashtra,01/10/07,1102010,8,MORTGAGE,Low,INDIVIDUAL,small_business,Low,D,85000,8500,12.49, 36 months,6.38,10234.36,8500,0,284.32,0
136316,2007,Sikkim,01/10/07,1052010,0.5,RENT,Low,INDIVIDUAL,wedding,Low,C,90000,3025,10.28, 36 months,9.13,3515.68,3025,0,98.01,0
176582,2007,Tripura,01/12/07,1012010,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,High,F,26400,8000,16.28, 36 months,25,6173.98,4176.14,0,282.37,1
127179,2007,Bihar,01/09/07,1122008,9,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,35000,5000,10.91, 36 months,1.2,2592.22,1886.94,140.97,163.48,1
176062,2007,Haryana,01/12/07,1102008,7,MORTGAGE,Low,INDIVIDUAL,wedding,Low,D,45000,2800,12.17, 36 months,19.19,931.5,678.15,0,93.23,1
142608,2007,Manipur,01/10/07,1102010,0.5,RENT,Low,INDIVIDUAL,other,Low,C,15000,5000,10.59, 36 months,24.4,5931.25,5000,0,162.73,0
142618,2007,Kerala,01/10/07,1112010,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,25000,4800,11.54, 36 months,18.19,5700.84,4800,0,158.38,0
142734,2007,Punjab,01/11/07,1062009,10,MORTGAGE,Low,INDIVIDUAL,small_business,Low,B,57000,25000,9.01, 36 months,8.93,27752.16,25000,0,795.11,0
141766,2007,Sikkim,01/10/07,1122010,1,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,D,91000,6825,13.12, 36 months,9.63,8336.16,6825,0,230.36,0
140561,2007,Uttar Pradesh,01/10/07,1052008,2,RENT,Low,INDIVIDUAL,moving,Low,C,60000,2225,10.59, 36 months,8.14,520.03,323.55,85.8,72.42,1
140516,2007,Punjab,01/11/07,1112010,9,MORTGAGE,High,INDIVIDUAL,small_business,High,E,220000,22350,14.38, 36 months,14.5,27646.12,22350,0,768.01,0
142496,2007,Goa,01/10/07,1032009,1,MORTGAGE,Low,INDIVIDUAL,home_improvement,Low,C,34000,9100,10.28, 36 months,10.66,6599.67,5493.25,163.88,294.83,1
140452,2007,Mizoram,01/10/07,1102010,1,OWN,Low,INDIVIDUAL,educational,Low,B,18000,3000,9.96, 36 months,15.4,3527.23,3000,0,96.75,0
